10/22/00 09:09:55,  1:22:00
10/22/00 10:38:55,  1:29:00
10/22/00 12:04:55,  1:26:00
10/22/00 13:23:55,  1:19:00
10/22/00 14:50:55,  1:27:00
10/22/00 16:15:55,  1:25:00
10/22/00 17:53:55,  1:38:00
10/22/00 19:13:55,  1:20:00
10/22/00 20:51:55,  1:38:00
10/22/00 22:16:55,  1:25:00
10/22/00 23:52:55,  1:36:00
10/23/00 01:16:55,  1:24:00
10/23/00 02:39:55,  1:23:00
10/23/00 04:08:55,  1:29:00
10/23/00 05:39:55,  1:31:00
10/23/00 07:13:55,  1:34:00
10/23/00 08:35:55,  1:22:00
10/23/00 10:06:55,  1:31:00
10/23/00 11:40:55,  1:34:00
10/23/00 13:16:55,  1:36:00
10/23/00 14:32:55,  1:16:00
10/23/00 16:11:55,  1:39:00
10/23/00 17:41:55,  1:30:00
10/23/00 19:08:55,  1:27:00
10/23/00 20:30:55,  1:22:00
10/23/00 22:01:55,  1:31:00
10/23/00 23:27:55,  1:26:00
10/24/00 00:53:55,  1:26:00
10/24/00 02:34:55,  1:41:00
10/24/00 03:51:55,  1:17:00
10/24/00 05:21:55,  1:30:00
10/24/00 06:42:55,  1:21:00
10/24/00 08:04:55,  1:22:00
10/24/00 09:32:55,  1:28:00
10/24/00 11:04:55,  1:32:00
10/24/00 12:29:55,  1:25:00
10/24/00 14:05:55,  1:36:00
10/24/00 15:43:55,  1:38:00
10/24/00 17:10:55,  1:27:00
10/24/00 18:42:55,  1:32:00
10/24/00 20:09:55,  1:27:00
10/24/00 21:38:55,  1:29:00
10/24/00 23:01:55,  1:23:00
10/25/00 00:34:55,  1:33:00
10/25/00 02:00:55,  1:26:00
10/25/00 03:26:55,  1:26:00
10/25/00 04:56:55,  1:30:00
10/25/00 06:18:55,  1:22:00
10/25/00 07:40:55,  1:22:00
10/25/00 09:20:55,  1:40:00
10/25/00 10:47:55,  1:27:00
10/25/00 12:31:55,  1:44:00
10/25/00 13:38:55,  1:07:00
10/25/00 15:11:55,  1:33:00
10/25/00 16:31:55,  1:20:00
10/25/00 18:00:55,  1:29:00
10/25/00 19:27:55,  1:27:00
10/25/00 20:49:55,  1:22:00
10/25/00 22:21:55,  1:32:00
10/25/00 23:48:55,  1:27:00
10/26/00 01:31:55,  1:43:00
10/26/00 02:58:55,  1:27:00
10/26/00 04:22:55,  1:24:00
10/26/00 05:47:55,  1:25:00
10/26/00 07:04:55,  1:17:00
10/26/00 08:42:55,  1:38:00
10/26/00 10:20:55,  1:38:00
10/26/00 11:50:55,  1:30:00
10/26/00 13:15:55,  1:25:00
10/26/00 14:37:55,  1:22:00
10/26/00 16:09:55,  1:32:00
10/26/00 17:28:55,  1:19:00
10/26/00 18:59:55,  1:31:00
10/26/00 20:19:55,  1:20:00
10/26/00 21:55:55,  1:36:00
10/26/00 23:16:55,  1:21:00
10/27/00 00:42:55,  1:26:00
10/27/00 02:23:55,  1:41:00
10/27/00 03:50:55,  1:27:00
10/27/00 05:14:55,  1:24:00
10/27/00 06:39:55,  1:25:00
10/27/00 08:03:55,  1:24:00
10/27/00 09:26:55,  1:23:00
10/27/00 10:55:55,  1:29:00
10/27/00 11:53:55,  0:58:00
10/27/00 13:24:55,  1:31:00
10/27/00 14:40:55,  1:16:00
10/27/00 16:16:55,  1:36:00
10/27/00 17:40:55,  1:24:00
10/27/00 19:04:55,  1:24:00
10/27/00 20:28:55,  1:24:00
10/27/00 22:02:55,  1:34:00
10/27/00 23:44:55,  1:42:00
10/28/00 01:20:55,  1:36:00
10/28/00 02:44:55,  1:24:00
10/28/00 04:19:55,  1:35:00
10/28/00 05:49:55,  1:30:00
10/28/00 07:13:55,  1:24:00
10/28/00 09:00:55,  1:47:00
10/28/00 10:18:55,  1:18:00
10/28/00 11:53:55,  1:35:00
10/28/00 13:23:55,  1:30:00
10/28/00 14:45:55,  1:22:00
10/28/00 16:09:55,  1:24:00
10/28/00 17:32:55,  1:23:00
10/28/00 18:58:55,  1:26:00
10/28/00 20:26:55,  1:28:00
10/28/00 21:34:55,  1:08:00
10/28/00 23:05:55,  1:31:00
10/29/00 00:38:55,  1:33:00
10/29/00 02:13:55,  1:35:00
10/29/00 03:41:55,  1:28:00
10/29/00 05:15:55,  1:34:00
10/29/00 06:43:55,  1:28:00
10/29/00 08:09:55,  1:26:00
10/29/00 09:33:55,  1:24:00
10/29/00 10:55:55,  1:22:00
10/29/00 12:26:55,  1:31:00
10/29/00 13:48:55,  1:22:00
10/29/00 15:15:55,  1:27:00
10/29/00 16:39:55,  1:24:00
10/29/00 18:07:55,  1:28:00
10/29/00 19:41:55,  1:34:00
10/29/00 21:02:55,  1:21:00
10/29/00 22:29:55,  1:27:00
10/29/00 23:54:55,  1:25:00
10/30/00 01:24:55,  1:30:00
10/30/00 02:59:55,  1:35:00
10/30/00 04:24:55,  1:25:00
10/30/00 05:53:55,  1:29:00
10/30/00 07:21:55,  1:28:00
10/30/00 08:51:55,  1:30:00
10/30/00 10:18:55,  1:27:00
10/30/00 11:45:55,  1:27:00
10/30/00 13:14:55,  1:29:00
10/30/00 14:39:55,  1:25:00
10/30/00 16:09:55,  1:30:00
10/30/00 17:32:55,  1:23:00
10/30/00 19:07:55,  1:35:00
10/30/00 20:33:55,  1:26:00
10/30/00 22:05:55,  1:32:00
10/30/00 23:29:55,  1:24:00
10/31/00 01:02:55,  1:33:00
10/31/00 02:27:55,  1:25:00
10/31/00 03:50:55,  1:23:00
10/31/00 05:21:55,  1:31:00
10/31/00 06:43:55,  1:22:00
10/31/00 08:13:55,  1:30:00
10/31/00 09:50:55,  1:37:00
10/31/00 11:26:55,  1:36:00
10/31/00 12:57:55,  1:31:00
10/31/00 14:16:55,  1:19:00
10/31/00 15:43:55,  1:27:00
10/31/00 17:14:55,  1:31:00
10/31/00 18:40:55,  1:26:00
10/31/00 20:04:55,  1:24:00
10/31/00 21:24:55,  1:20:00
10/31/00 22:47:55,  1:23:00
11/01/00 00:23:55,  1:36:00
11/01/00 01:50:55,  1:27:00
11/01/00 03:24:55,  1:34:00
11/01/00 04:50:55,  1:26:00
11/01/00 06:12:55,  1:22:00
11/01/00 07:49:55,  1:37:00
11/01/00 09:19:55,  1:30:00
11/01/00 10:46:55,  1:27:00
11/01/00 12:19:55,  1:33:00
11/01/00 13:56:55,  1:37:00
11/01/00 15:15:55,  1:19:00
11/01/00 16:50:55,  1:35:00
11/01/00 18:17:55,  1:27:00
11/01/00 19:43:55,  1:26:00
11/01/00 21:14:55,  1:31:00
11/01/00 23:03:55,  1:49:00
11/02/00 00:26:55,  1:23:00
11/02/00 01:49:55,  1:23:00
11/02/00 03:21:55,  1:32:00
11/02/00 04:41:55,  1:20:00
11/02/00 06:15:55,  1:34:00
11/02/00 07:43:55,  1:28:00
11/02/00 09:02:55,  1:19:00
11/02/00 10:24:55,  1:22:00
11/02/00 12:01:55,  1:37:00
11/02/00 13:33:55,  1:32:00
11/02/00 15:06:55,  1:33:00
11/02/00 16:31:55,  1:25:00
11/02/00 17:58:55,  1:27:00
11/02/00 19:23:55,  1:25:00
11/02/00 20:59:55,  1:36:00
11/02/00 22:27:55,  1:28:00
11/02/00 23:52:55,  1:25:00
11/03/00 01:25:55,  1:33:00
11/03/00 03:02:55,  1:37:00
11/03/00 04:20:55,  1:18:00
11/03/00 05:47:55,  1:27:00
11/03/00 07:17:55,  1:30:00
11/03/00 09:01:55,  1:44:00
11/03/00 10:28:55,  1:27:00
11/03/00 11:47:55,  1:19:00
11/03/00 13:17:55,  1:30:00
11/03/00 14:37:55,  1:20:00
11/03/00 16:06:55,  1:29:00
11/03/00 17:36:55,  1:30:00
11/03/00 19:06:55,  1:30:00
11/03/00 20:45:55,  1:39:00
11/03/00 22:12:55,  1:27:00
11/03/00 23:48:55,  1:36:00
11/04/00 01:16:55,  1:28:00
11/04/00 02:37:55,  1:21:00
11/04/00 04:06:55,  1:29:00
11/04/00 05:34:55,  1:28:00
11/04/00 07:06:55,  1:32:00
11/04/00 08:31:55,  1:25:00
11/04/00 09:53:55,  1:22:00
11/04/00 11:19:55,  1:26:00
11/04/00 12:38:55,  1:19:00
11/04/00 14:20:55,  1:42:00
11/04/00 15:40:55,  1:20:00
11/04/00 17:15:55,  1:35:00
11/04/00 18:45:55,  1:30:00
11/04/00 20:09:55,  1:24:00
11/04/00 21:40:55,  1:31:00
11/04/00 23:06:55,  1:26:00
11/05/00 00:37:55,  1:31:00
11/05/00 02:02:55,  1:25:00
11/05/00 03:26:55,  1:24:00
11/05/00 04:53:55,  1:27:00
11/05/00 06:22:55,  1:29:00
11/05/00 07:56:55,  1:34:00
11/05/00 09:23:55,  1:27:00
11/05/00 10:57:55,  1:34:00
11/05/00 12:27:55,  1:30:00
11/05/00 13:49:55,  1:22:00
11/05/00 15:26:55,  1:37:00
11/05/00 16:41:55,  1:15:00
11/05/00 18:13:55,  1:32:00
11/05/00 19:33:55,  1:20:00
11/05/00 21:04:55,  1:31:00
11/05/00 22:29:55,  1:25:00
11/06/00 00:02:55,  1:33:00
11/06/00 01:38:55,  1:36:00
11/06/00 03:05:55,  1:27:00
11/06/00 04:37:55,  1:32:00
11/06/00 05:39:55,  1:02:00
11/06/00 07:14:55,  1:35:00
11/06/00 08:32:55,  1:18:00
11/06/00 10:15:55,  1:43:00
11/06/00 11:51:55,  1:36:00
11/06/00 13:28:55,  1:37:00
11/06/00 14:51:55,  1:23:00
11/06/00 16:17:55,  1:26:00
11/06/00 17:51:55,  1:34:00
11/06/00 19:28:55,  1:37:00
11/06/00 20:52:55,  1:24:00
11/06/00 22:17:55,  1:25:00
11/06/00 23:46:55,  1:29:00
11/07/00 01:06:55,  1:20:00
11/07/00 02:29:55,  1:23:00
11/07/00 03:51:55,  1:22:00
11/07/00 05:14:55,  1:23:00
11/07/00 06:40:55,  1:26:00
11/07/00 08:11:55,  1:31:00
11/07/00 09:46:55,  1:35:00
11/07/00 11:09:55,  1:23:00
11/07/00 12:34:55,  1:25:00
11/07/00 14:01:55,  1:27:00
11/07/00 15:33:55,  1:32:00
11/07/00 16:55:55,  1:22:00
11/07/00 18:29:55,  1:34:00
11/07/00 19:52:55,  1:23:00
11/07/00 21:20:55,  1:28:00
11/07/00 22:45:55,  1:25:00
11/08/00 00:16:55,  1:31:00
11/08/00 01:40:55,  1:24:00
11/08/00 03:20:55,  1:40:00
11/08/00 04:52:55,  1:32:00
11/08/00 06:19:55,  1:27:00
11/08/00 07:55:55,  1:36:00
11/08/00 09:20:55,  1:25:00
11/08/00 10:51:55,  1:31:00
11/08/00 12:15:55,  1:24:00
11/08/00 13:44:55,  1:29:00
11/08/00 15:14:55,  1:30:00
11/08/00 16:43:55,  1:29:00
11/08/00 18:06:55,  1:23:00
11/08/00 19:39:55,  1:33:00
11/08/00 21:04:55,  1:25:00
11/08/00 22:18:55,  1:14:00
11/08/00 23:57:55,  1:39:00
11/09/00 01:25:55,  1:28:00
11/09/00 02:55:55,  1:30:00
11/09/00 04:30:55,  1:35:00
11/09/00 06:00:55,  1:30:00
11/09/00 07:33:55,  1:33:00
11/09/00 08:53:55,  1:20:00
11/09/00 10:17:55,  1:24:00
11/09/00 11:50:55,  1:33:00
11/09/00 13:15:55,  1:25:00
11/09/00 14:41:55,  1:26:00
11/09/00 16:15:55,  1:34:00
11/09/00 17:35:55,  1:20:00
11/09/00 19:06:55,  1:31:00
11/09/00 20:28:55,  1:22:00
11/09/00 22:02:55,  1:34:00
11/09/00 23:34:55,  1:32:00
11/10/00 00:56:55,  1:22:00
11/10/00 02:28:55,  1:32:00
11/10/00 03:56:55,  1:28:00
11/10/00 05:30:55,  1:34:00
11/10/00 06:51:55,  1:21:00
11/10/00 08:26:55,  1:35:00
11/10/00 09:46:55,  1:20:00
11/10/00 11:19:55,  1:33:00
11/10/00 12:48:55,  1:29:00
11/10/00 14:18:55,  1:30:00
11/10/00 15:48:55,  1:30:00
11/10/00 17:20:55,  1:32:00
11/10/00 18:49:55,  1:29:00
11/10/00 20:17:55,  1:28:00
11/10/00 21:47:55,  1:30:00
11/10/00 23:14:55,  1:27:00
11/11/00 00:36:55,  1:22:00
11/11/00 02:02:55,  1:26:00
11/11/00 03:27:55,  1:25:00
11/11/00 04:55:55,  1:28:00
11/11/00 06:34:55,  1:39:00
11/11/00 08:10:55,  1:36:00
11/11/00 09:41:55,  1:31:00
11/11/00 11:09:55,  1:28:00
11/11/00 12:40:55,  1:31:00
11/11/00 14:04:55,  1:24:00
11/11/00 15:31:55,  1:27:00
11/11/00 16:54:55,  1:23:00
11/11/00 18:24:55,  1:30:00
11/11/00 19:45:55,  1:21:00
11/11/00 21:18:55,  1:33:00
11/11/00 22:39:55,  1:21:00
11/12/00 00:10:55,  1:31:00
11/12/00 01:31:55,  1:21:00
11/12/00 03:05:55,  1:34:00
11/12/00 04:23:55,  1:18:00
11/12/00 05:51:55,  1:28:00
11/12/00 07:22:55,  1:31:00
11/12/00 08:55:55,  1:33:00
11/12/00 10:38:55,  1:43:00
11/12/00 11:58:55,  1:20:00
11/12/00 13:24:55,  1:26:00
11/12/00 14:56:55,  1:32:00
11/12/00 16:26:55,  1:30:00
11/12/00 17:50:55,  1:24:00
11/12/00 19:16:55,  1:26:00
11/12/00 20:53:55,  1:37:00
11/12/00 22:13:55,  1:20:00
11/12/00 23:44:55,  1:31:00
11/13/00 01:06:55,  1:22:00
11/13/00 02:30:55,  1:24:00
11/13/00 04:03:55,  1:33:00
11/13/00 05:41:55,  1:38:00
11/13/00 07:15:55,  1:34:00
11/13/00 08:45:55,  1:30:00
11/13/00 10:13:55,  1:28:00
11/13/00 11:40:55,  1:27:00
11/13/00 13:06:55,  1:26:00
11/13/00 14:26:55,  1:20:00
11/13/00 15:50:55,  1:24:00
11/13/00 17:13:55,  1:23:00
11/13/00 18:49:55,  1:36:00
11/13/00 20:24:55,  1:35:00
11/13/00 21:44:55,  1:20:00
11/13/00 23:21:55,  1:37:00
11/14/00 00:55:55,  1:34:00
11/14/00 02:21:55,  1:26:00
11/14/00 03:48:55,  1:27:00
11/14/00 05:07:55,  1:19:00
11/14/00 06:46:55,  1:39:00
11/14/00 08:15:55,  1:29:00
11/14/00 09:35:55,  1:20:00
11/14/00 11:06:55,  1:31:00
11/14/00 12:41:55,  1:35:00
11/14/00 14:06:55,  1:25:00
11/14/00 15:26:55,  1:20:00
11/14/00 17:21:55,  1:55:00
11/14/00 18:44:55,  1:23:00
11/14/00 20:17:55,  1:33:00
11/14/00 21:44:55,  1:27:00
11/14/00 23:21:55,  1:37:00
11/15/00 00:51:55,  1:30:00
11/15/00 02:11:55,  1:20:00
11/15/00 03:40:55,  1:29:00
11/15/00 05:09:55,  1:29:00
11/15/00 06:42:55,  1:33:00
11/15/00 08:10:55,  1:28:00
11/15/00 09:49:55,  1:39:00
11/15/00 11:16:55,  1:27:00
11/15/00 12:50:55,  1:34:00
11/15/00 14:20:55,  1:30:00
11/15/00 15:56:55,  1:36:00
11/15/00 17:25:55,  1:29:00
11/15/00 18:49:55,  1:24:00
11/15/00 20:21:55,  1:32:00
11/15/00 21:42:55,  1:21:00
11/15/00 23:16:55,  1:34:00
11/16/00 00:47:55,  1:31:00
11/16/00 02:09:55,  1:22:00
11/16/00 03:37:55,  1:28:00
11/16/00 05:10:55,  1:33:00
11/16/00 06:30:55,  1:20:00
11/16/00 08:00:55,  1:30:00
11/16/00 09:26:55,  1:26:00
11/16/00 10:49:55,  1:23:00
11/16/00 12:10:55,  1:21:00
11/16/00 13:35:55,  1:25:00
11/16/00 14:59:55,  1:24:00
11/16/00 16:27:55,  1:28:00
11/16/00 17:59:55,  1:32:00
11/16/00 19:31:55,  1:32:00
11/16/00 20:52:55,  1:21:00
11/16/00 22:16:55,  1:24:00
11/16/00 23:41:55,  1:25:00
11/17/00 01:11:55,  1:30:00
11/17/00 02:47:55,  1:36:00
11/17/00 04:09:55,  1:22:00
11/17/00 05:09:55,  1:00:00
11/17/00 06:53:55,  1:44:00
11/17/00 08:27:55,  1:34:00
11/17/00 10:10:55,  1:43:00
11/17/00 11:34:55,  1:24:00
11/17/00 13:04:55,  1:30:00
11/17/00 14:26:55,  1:22:00
11/17/00 15:58:55,  1:32:00
11/17/00 17:23:55,  1:25:00
11/17/00 18:44:55,  1:21:00
11/17/00 20:08:55,  1:24:00
11/17/00 21:40:55,  1:32:00
11/17/00 23:16:55,  1:36:00
11/18/00 00:43:55,  1:27:00
11/18/00 02:08:55,  1:25:00
11/18/00 03:39:55,  1:31:00
11/18/00 05:01:55,  1:22:00
11/18/00 06:36:55,  1:35:00
11/18/00 08:15:55,  1:39:00
11/18/00 09:38:55,  1:23:00
11/18/00 10:37:55,  0:59:00
11/18/00 12:07:55,  1:30:00
11/18/00 13:29:55,  1:22:00
11/18/00 14:58:55,  1:29:00
11/18/00 16:31:55,  1:33:00
11/18/00 17:54:55,  1:23:00
11/18/00 19:32:55,  1:38:00
11/18/00 21:02:55,  1:30:00
11/18/00 22:40:55,  1:38:00
11/19/00 00:14:55,  1:34:00
11/19/00 01:37:55,  1:23:00
11/19/00 03:00:55,  1:23:00
11/19/00 04:27:55,  1:27:00
11/19/00 05:55:55,  1:28:00
11/19/00 07:25:55,  1:30:00
11/19/00 09:01:55,  1:36:00
11/19/00 10:20:55,  1:19:00
11/19/00 11:48:55,  1:28:00
11/19/00 13:23:55,  1:35:00
11/19/00 14:53:55,  1:30:00
11/19/00 16:20:55,  1:27:00
11/19/00 17:54:55,  1:34:00
11/19/00 19:20:55,  1:26:00
11/19/00 20:48:55,  1:28:00
11/19/00 22:16:55,  1:28:00
11/19/00 23:32:55,  1:16:00
11/20/00 01:02:55,  1:30:00
11/20/00 02:34:55,  1:32:00
11/20/00 04:07:55,  1:33:00
11/20/00 05:42:55,  1:35:00
11/20/00 07:02:55,  1:20:00
11/20/00 08:24:55,  1:22:00
11/20/00 09:45:55,  1:21:00
11/20/00 11:13:55,  1:28:00
11/20/00 12:40:55,  1:27:00
11/20/00 14:14:55,  1:34:00
11/20/00 15:58:55,  1:44:00
11/20/00 17:23:55,  1:25:00
11/20/00 18:48:55,  1:25:00
11/20/00 20:20:55,  1:32:00
11/20/00 21:52:55,  1:32:00
11/20/00 23:15:55,  1:23:00
11/21/00 00:38:55,  1:23:00
11/21/00 02:12:55,  1:34:00
11/21/00 03:49:55,  1:37:00
11/21/00 05:08:55,  1:19:00
11/21/00 06:39:55,  1:31:00
11/21/00 08:01:55,  1:22:00
11/21/00 09:31:55,  1:30:00
11/21/00 11:05:55,  1:34:00
11/21/00 12:39:55,  1:34:00
11/21/00 14:15:55,  1:36:00
11/21/00 15:44:55,  1:29:00
11/21/00 17:13:55,  1:29:00
11/21/00 18:37:55,  1:24:00
11/21/00 20:00:55,  1:23:00
11/21/00 21:23:55,  1:23:00
11/21/00 22:52:55,  1:29:00
11/22/00 00:27:55,  1:35:00
11/22/00 01:45:55,  1:18:00
11/22/00 03:21:55,  1:36:00
11/22/00 04:39:55,  1:18:00
11/22/00 06:03:55,  1:24:00
11/22/00 07:27:55,  1:24:00
11/22/00 08:59:55,  1:32:00
11/22/00 10:26:55,  1:27:00
11/22/00 11:47:55,  1:21:00
11/22/00 13:19:55,  1:32:00
11/22/00 14:53:55,  1:34:00
11/22/00 16:22:55,  1:29:00
11/22/00 17:57:55,  1:35:00
11/22/00 19:33:55,  1:36:00
11/22/00 21:10:55,  1:37:00
11/22/00 22:40:55,  1:30:00
11/23/00 00:15:55,  1:35:00
11/23/00 01:46:55,  1:31:00
11/23/00 03:09:55,  1:23:00
11/23/00 04:43:55,  1:34:00
11/23/00 06:13:55,  1:30:00
11/23/00 07:52:55,  1:39:00
11/23/00 09:28:55,  1:36:00
11/23/00 10:56:55,  1:28:00
11/23/00 12:26:55,  1:30:00
11/23/00 13:54:55,  1:28:00
11/23/00 15:21:55,  1:27:00
11/23/00 16:45:55,  1:24:00
11/23/00 18:09:55,  1:24:00
11/23/00 19:33:55,  1:24:00
11/23/00 21:00:55,  1:27:00
11/23/00 22:30:55,  1:30:00
11/23/00 23:56:55,  1:26:00
11/24/00 01:21:55,  1:25:00
11/24/00 03:07:55,  1:46:00
11/24/00 04:34:55,  1:27:00
11/24/00 06:01:55,  1:27:00
11/24/00 07:35:55,  1:34:00
11/24/00 09:06:55,  1:31:00
11/24/00 10:47:55,  1:41:00
11/24/00 12:14:55,  1:27:00
11/24/00 13:47:55,  1:33:00
11/24/00 15:19:55,  1:32:00
11/24/00 16:42:55,  1:23:00
11/24/00 18:15:55,  1:33:00
11/24/00 19:41:55,  1:26:00
11/24/00 21:00:55,  1:19:00
11/24/00 22:31:55,  1:31:00
11/24/00 23:54:55,  1:23:00
11/25/00 01:25:55,  1:31:00
11/25/00 03:01:55,  1:36:00
11/25/00 04:22:55,  1:21:00
11/25/00 05:52:55,  1:30:00
11/25/00 07:21:55,  1:29:00
11/25/00 08:48:55,  1:27:00
11/25/00 10:17:55,  1:29:00
11/25/00 11:38:55,  1:21:00
11/25/00 13:14:55,  1:36:00
11/25/00 14:40:55,  1:26:00
